"Award_Num","Abstract","Discipline","End_Year","Funding_Agency","PI","Place","Program","Project_Title","Region","Season","Start_Year"
"1807163","This project focuses on understanding the exchange of trace gases across the ice-sea-air interface during a large, collaborative field effort in the Arctic Ocean. Investigators will collect data over an entire year and with collaborators, reduce uncertainty in regional and global climate models. They will measure carbon dioxide, methane, dimethylsufide, and ozone from the bow of an icebreaking research vessel and from towers and portable instruments at field camps established on sea ice. The study is an integral part of the year-long Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) that will take place 2019-2020, bringing together an international team of scientists to understand the causes and consequences of recent and predicted changes in sea ice. The investigators plan a variety of outreach and educational efforts to spark interest and build knowledge in science educators and students about the Arctic and its climate system, and this study will provide education and training opportunities for a postdoctoral scientist and undergraduates.    This study will improve understanding of processes controlling exchange of climate-active gases between sea ice and atmosphere in the Arctic. The investigators will participate in a year-long, international field campaign in the high Arctic, Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC). They will conduct continuous turbulent flux measurements using the eddy correlation method from a tower on the bow of the German icebreaker Polarstern and from a tower situated on a nearby ice camp. These will account for gas transfer over large, km-scale areas of ice and open water leads. The investigators will also collect measurements of direct gas emission and deposition over smaller areas of ice and snow and a range of surface types using portable dynamic flux chambers. In collaboration with members of the Biogeochemical Exchange Processes at Sea-Ice Interfaces working group (BEPSII), observations of direct gas transfer will inform and validate biogeochemical models of trace gas dynamics in sea ice. In addition, a physical parameterization of air/sea gas transfer will be developed as an extension of the Coupled Ocean-Atmosphere Response Experiment gas transfer (COAREG) model, enabling regional estimates of net gas transfer in the sea ice environment. Finally, results will be used to develop and evaluate of ocean-sea ice-boundary layer exchange of climate-active trace gases in both 1-D and meso-scale (Polar Weather Research and Forecasting) atmospheric chemistry-meteorological modelling systems.","Oceanography","2022","","Archer, Stephen","MOSAiC Leg 1, MOSAiC Leg 2, MOSAiC Leg 3, MOSAiC Leg 4, MOSAiC Leg 5, MOSAiC Leg 6, Utqiaġvik","","Collaborative Research: Surface Exchange of Climate-Active Trace Gases in a Sea Ice Environment During MOSAiC","Arctic Ocean and Seas ","2019, 2020","2018"
"1807496","This project focuses on understanding the exchange of trace gases across the ice-sea-air interface during a large, collaborative field effort in the Arctic Ocean. Investigators will collect data over an entire year and with collaborators, reduce uncertainty in regional and global climate models. They will measure carbon dioxide, methane, dimethylsufide, and ozone from the bow of an icebreaking research vessel and from towers and portable instruments at field camps established on sea ice. The study is an integral part of the year-long Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) that will take place 2019-2020, bringing together an international team of scientists to understand the causes and consequences of recent and predicted changes in sea ice. The investigators plan a variety of outreach and educational efforts to spark interest and build knowledge in science educators and students about the Arctic and its climate system, and this study will provide education and training opportunities for a postdoctoral scientist and undergraduates.    This study will improve understanding of processes controlling exchange of climate-active gases between sea ice and atmosphere in the Arctic. The investigators will participate in a year-long, international field campaign in the high Arctic, Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC). They will conduct continuous turbulent flux measurements using the eddy correlation method from a tower on the bow of the German icebreaker Polarstern and from a tower situated on a nearby ice camp. These will account for gas transfer over large, km-scale areas of ice and open water leads. The investigators will also collect measurements of direct gas emission and deposition over smaller areas of ice and snow and a range of surface types using portable dynamic flux chambers. In collaboration with members of the Biogeochemical Exchange Processes at Sea-Ice Interfaces working group (BEPSII), observations of direct gas transfer will inform and validate biogeochemical models of trace gas dynamics in sea ice. In addition, a physical parameterization of air/sea gas transfer will be developed as an extension of the Coupled Ocean-Atmosphere Response Experiment gas transfer (COAREG) model, enabling regional estimates of net gas transfer in the sea ice environment. Finally, results will be used to develop and evaluate of ocean-sea ice-boundary layer exchange of climate-active trace gases in both 1-D and meso-scale (Polar Weather Research and Forecasting) atmospheric chemistry-meteorological modelling systems.","Oceanography","2022","","","MOSAiC Leg 1, MOSAiC Leg 2, MOSAiC Leg 3, MOSAiC Leg 4, MOSAiC Leg 5, MOSAiC Leg 6, Utqiaġvik","","Collaborative Research: Surface Exchange of Climate-Active Trace Gases in a Sea Ice Environment During MOSAiC","Arctic Ocean and Seas ","2019, 2020","2018"
"1812888","The Discovery Research preK-12 program (DRK-12) seeks to significantly enhance the learning and teaching of science, technology, engineering and mathematics (STEM) by preK-12 students and teachers, through research and development of innovative resources, models and tools. Projects in the DRK-12 program build on fundamental research in STEM education and prior research and development efforts that provide theoretical and empirical justification for projects. STEM TRACKS will formalize, implement, and test the Cultural Connections Process Model (CCPM) for community-engaged educational resource development for Indigenous populations. The project will collaborate with Indigenous communities to create educational resources serving Inupiaq middle school students and their teachers. Research activities take place in Northwest Alaska. Senior personnel will travel to rural communities to collaborate with and support participants. The visits demonstrate University of Alaska Fairbanks's commitment to support pathways toward STEM careers, community engagement in research, science teacher recruitment and preparation, and STEM career awareness for Indigenous and rural pre-college students. Pre-service teachers who access the resources and findings from this project will be better prepared to teach STEM to Native students and other minorities and may be more willing to continue careers as science educators teaching in settings with Indigenous students. The project will contribute to a greater understanding of effective natural science teaching and science career recruitment of minority students. The project's participants and the pre-college students they teach will be part of the pipeline into science careers for underrepresented Native students in Arctic communities. The project will build on partnerships outside of Alaska serving other Indigenous populations and will expand outreach associated with NSF's polar science investments.     Implementing the CCPM will leverage cultural knowledge systems and NSF polar research investments to address science themes relevant to Inupiat people, who have inhabited the region for thousands of years. An Inupiaq scholar will conduct project research and guide collaboration between Indigenous participants and science researchers using the Inupiaq research methodology known as Katimarugut (meaning ""we are meeting""). The project research and development will engage 450 students (92% Indigenous) in grades 6-8 and 11 teachers in the remote Arctic. There are two broad research hypotheses. The first is that the CCMP will improve upon current STEM education practices by accessing STEM understandings and methodologies embedded in Indigenous knowledge systems; engaging Indigenous communities in project development of curricular resources; and bringing Arctic science research aligned with Indigenous priorities into underserved classrooms. The second is that classroom implementation of resources developed using the CCPM will improve student attitudes toward and engagement with STEM and increase their understandings of place-based science concepts. Findings from development and testing will form the basis for further development, broader implementation and deeper research to inform policy and practice on STEM education for underrepresented minorities and on rural education.","Education and Outreach","2022","","","Juneau, Kotzebue","","Science, Technology, Engineering and Mathematics Teaching in Rural Areas using Cultural Knowledge Systems (STEM TRACKS)","Alaska ","2018, 2019, 2022","2018"
"1813496","Poor health and its relationship to social and economic stress are hallmarks for Native peoples across North America, especially for those living in the Arctic. Five decades of academic research among Inuit peoples in North America has established a trend of declining health and increasing health disparities that corresponds with the rapid socioeconomic and environmental changes occurring in the Arctic regions, indicating the need for more effective health interventions. Despite decades of epidemiological and public health research and increasing efforts to improve health in these communities, poor health, higher mortality, and attendant social concerns remain far higher than elsewhere in North America. Ongoing health interventions have proven ineffective, suggesting new, locally-based, and culturally appropriate approaches are needed. This project focuses a local lens on how Arctic residents understand and experience health and stress and how they prioritize health problems, making its outcomes critical for developing programs and policies that lead to lasting improvements in health and well-being.    This research project will be conducted in the communities of Ulukhaktok, Inuvialuit Settlement Region and Kangiqsujuaq, Nunavik to develop Community Based Participatory Research designs addressing community concerns about health and stress with direct Inuit input. Drawing upon the investigators' decades of experience working in these communities, this project is well-suited for a co-produced approach, allowing for both for efficient use of resources and the necessary rapport to work with community members to develop a research project that meets both academic and community needs. The investigators will travel to both communities to conduct mini-conferences with community members to set a research agenda for investigating health disparities and the experience of social stress in these communities. These meetings will solicit community involvement and input in targeting research priorities related to health, generate frameworks for working collaboratively with local governance, and identify mechanisms for improving local research capacity and developing sustainable solutions for improving health in Arctic communities. The outcome of this research will be a fully developed research project in which knowledge about health and stress is co-produced with the community of focus, which then retains significant input into the execution and outcome of the research.","Education and Outreach","2023","","","Kangiqsujuaq, Ulukhatok","","Workshops: Examining the Relationship Between Culture, Stress, and Health in Two Inuit Communities Through Community Based Participatory Research","Canada ","2019, 2020, 2022, 2023","2018"
"1818485","Arctic coastlines, and in particular the northern coast of Alaska, are eroding at rates of meters per year. Coastal flooding events are becoming more common, as reductions in seasonal sea ice create large fetches for autumn storms. This project will improve understanding of oceanographic factors associated with coastal erosion and flooding, specifically the trend toward increasing surface wave activity throughout the western Arctic. The investigators will combine field observations and a coupled modeling system to quantify wave-ice-ocean interactions along the Alaska's northern coast. The outcome will be an open-source, process-based modeling system, including model grids and test cases for the northern Alaska coastal zone. This will enhance basic research, public infrastructure planning, climate scenario assessment, and policy-making capability. Public outreach will include K-12 events and public seminars, and the project will provide training for a postdoctoral researcher.     Understanding wave-ice-ocean interactions along the Arctic coast is essential to improving the skill of forecast and climate models in the region. These interactions continue to be a focal point for basic research because of the complexities and possible nonlinearities associated with these processes. The project will connect a rapidly changing climatology with the physical processes that are fundamental to Arctic coastal ocean, incorporating natural variability on a wide range of spatial and temporal scales. The investigators will apply recent progress in process-based modeling of coastal dynamics, provide detailed field observations along the coast for model validation and calibration, and generate a 20-year hindcast. The hindcast will then be used to investigate the climate signals in Arctic wave-ice-ocean coupling and determine: 1) the significance of coastal protection via scattering and dissipation of waves by sea ice; 2) the thermodynamic and mechanical effects of increasing wave energy; and 3) the changes in coastal flooding and circulation associated with increasing wave momentum. These results will fill a gap between the recent progress modeling wave-ice interactions in deep-water and existing programs studying erosion at the shoreline.","Oceanography","2021","","","Beaufort Sea, Chukchi Sea, Kaktovik, Nome, Utqiaġvik, Wainwright","","Wave-Ice-Ocean Interactions along the Arctic Coast","Arctic Ocean and Seas ","2019, 2020","2018"
"1820883","Permanently frozen soils, or permafrost, often contain large amounts of ground ice, which make it vulnerable to climate change and human activities. These soils are protected from melting by a surface layer which thaws in summer and refreezes in winter, and a near-surface layer, termed the transition zone. This transition zone, which develops through complex interactions between the environment and permafrost, controls permafrost resilience to ground surface subsidence (thermokarst). Expectations are that as the climate warms, deeper seasonal melting will impact this transition zone, and ecosystems and infrastructure (i.e., roads, airfields, and buildings) stability. The goals of this project are to evaluate the properties of the transition zone from the High Arctic to the southern border of the permafrost region and to understand processes of formation, degradation, and recovery of the transition zone in various climatic regions. The knowledge gained from this work will inform Arctic science and engineering. The project will support student training. The investigators will collaborate with government agencies and engineering companies whose work is impacted by permafrost ground subsidence issues.    In previous research, the investigators identified a zone in the upper profile of permafrost soils that is critical to permafrost stability, soil development, and geomorphic processes. However, how the thickness and cryostructures of this transition zone (TZ) vary across climate and landscape gradients, the rates of its formation during ecological succession, and how it contributes to permafrost vulnerability and resilience, is not well understood. What knowledge we have is in low Arctic tundra and can be misleading if applied to other bioclimatic regions. To address this gap in knowledge, our collaborative research with the University of Montreal will focus on the TZ across climatic regions and landscapes distributed along a north-south transect from barren polar deserts with continuous permafrost in Canada, to boreal forests in southern Alaska with sporadic permafrost. Our group will also monitor and experiment with mass and heat transfer processes between the active layer (AL) and the TZ to identify mechanisms controlling segregated ice formation.    This project is co-funded by the Office of International Science and Engineering.","Cryosphere","2023","","","Beaver Creek, Colville River, Itkillik River, Ketik River, Meade River, Prudhoe Bay, Teshekpuk, Toolik","","Collaborative Research: The Transition Zone of Upper Permafrost: The Frontline for Permafrost Changes across Climate and Landscape Gradients","Alaska ","2019, 2021, 2022, 2023","2018"
"1820927","This project will help answer one of the key questions being asked by the international Arctic climate-science community: What is the role of snow-on-sea-ice in controlling heat exchanges in the Arctic climate system? This work will educate young scientists in the combined issues of field measurements, high-resolution modeling, and representing high-resolution processes in regional and global models. In addition, it will collect high quality field measurements that will advance Arctic system science for years to come.    This research will synthesize three interrelated science contributions: (1) Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) field observations will identify governing physical processes, fluxes, and linkages within the Arctic climate system. (2) Realistic-resolution (meters-scale), physically based modeling tools (e.g., MicroMet, SnowModel, EnBal, SnowPack, SnowTran-3D, SnowDunes, SnowAssim, SeaIce-3D) will quantify the behavior, interactions, and sensitivities among the Arctic system components. (3) Field observations and high-resolution modeling will be integrated to define what is missing or poorly represented in Earth System Models and guide the parameterization of the associated snow-related processes and fluxes for the Community Earth System Model (CESM) and the Los Alamos Sea Ice Model (CICE).","Cryosphere","2021","","","MOSAiC Leg 2","","Parameterizing sub-grid Arctic snow-on-sea-ice processes in Earth System Models using MOSAiC field observations and realistic-resolution process models","Arctic Ocean and Seas ","2019, 2020","2018"
"1821002","Meltwater reaching the base of a glacier behaves like a lubricant, resulting in fast downslope movement. In hot years, studies have shown that glaciers move relatively slow, as meltwater infiltrating the glacier form large subglacial rivers, that deprive the basal surface of meltwater. However, it is difficult to make long-term predictions of glacier behavior from existing, short datasets, because we know the way a glacier responds to meltwater reaching the bed can change. This research will develop a unique long-term dataset to investigate how the speed and pattern of water-mediated glacier motion changes as a glacier’s shape and plumbing system adjust to a changing climate. The work will allow better prediction of future glacier change and enhance understanding of how glaciers shape landscapes over geologic time. We will train undergraduate and graduate students in field and laboratory research practices, preparing them for careers in science. We will partner with a documentary filmmaker and Jasper National Park (Alberta, Canada), which hosts our field site, to develop educational materials that will show park visitors the importance of glaciers and scientific research to human society.    Understanding centennial scale changes in basal motion is essential for predicting how the world’s glaciers will respond to climate warming, with implications for sea level rise and downstream habitat quality and water resources. The investigators will revisit Athabasca glacier to offer a detailed picture of how the glacier basal motion has evolved as the glacier has thinned and retreated since seminal glaciology research conducted there in the 1960s. We will collect borehole inclinometry and water pressure, glacier surface velocity, radar-based ice thickness, and hydrometeorological data, among other field-based and remotely sensed observations. We will use a numerical glacier flow model to interpret these data. Our focus will allow us to extend insight gained at Athabasca Glacier to the rest of the world’s warm-bedded glaciers.","Geological Sciences","2021","","","Athabasca Glacier-Armstrong","","Collaborative Research: RUI: A half century of changing glacier dynamics at Athabasca Glacier","Canada ","2019, 2020, 2022","2018"
"1821017","Meltwater reaching the base of a glacier behaves like a lubricant, resulting in fast downslope movement. In hot years, studies have shown that glaciers move relatively slow, as meltwater infiltrating the glacier form large subglacial rivers, that deprive the basal surface of meltwater. However, it is difficult to make long-term predictions of glacier behavior from existing, short datasets, because we know the way a glacier responds to meltwater reaching the bed can change. This research will develop a unique long-term dataset to investigate how the speed and pattern of water-mediated glacier motion changes as a glacier’s shape and plumbing system adjust to a changing climate. The work will allow better prediction of future glacier change and enhance understanding of how glaciers shape landscapes over geologic time. We will train undergraduate and graduate students in field and laboratory research practices, preparing them for careers in science. We will partner with a documentary filmmaker and Jasper National Park (Alberta, Canada), which hosts our field site, to develop educational materials that will show park visitors the importance of glaciers and scientific research to human society.    Understanding centennial scale changes in basal motion is essential for predicting how the world’s glaciers will respond to climate warming, with implications for sea level rise and downstream habitat quality and water resources. The investigators will revisit Athabasca glacier to offer a detailed picture of how the glacier basal motion has evolved as the glacier has thinned and retreated since seminal glaciology research conducted there in the 1960s. We will collect borehole inclinometry and water pressure, glacier surface velocity, radar-based ice thickness, and hydrometeorological data, among other field-based and remotely sensed observations. We will use a numerical glacier flow model to interpret these data. Our focus will allow us to extend insight gained at Athabasca Glacier to the rest of the world’s warm-bedded glaciers.","Geological Sciences","2021","","Truffer, Martin","Athabasca Glacier-Armstrong","","Collaborative Research: RUI: A half century of changing glacier dynamics at Athabasca Glacier","Canada ","2019, 2020, 2022","2018"
"1821284","This project builds upon prior NSF-supported work to understand the interactions of humans, landscape, seascape, and climate in the region since humans occupied Greenland. The work is given additional urgency as there is rapid loss of once well-preserved organic remains due to rising soil temperatures and accelerated coastal erosion. The work will directly build local Greenlandic capacity so that the key Greenlandic partner, Greenland National Museum and Archives (NKA) can improve long-term site management preserving the ability to study these and other sites in the future. The threat extends to all periods and extends to cemeteries and structural ruins. New laboratory studies making use of stable isotopes, trace elements, and ancient DNA demonstrate the value of archaeological sites as a ""distributed observing network of the past"" for collaborative interdisciplinary socio-environmental research. This work contributes to a long-standing relationship developed in 2004 between the US, Greenland, and Denmark to advance common projects and encourage cooperation across a diverse range of policy areas including science, culture, and the environment. Greenland has shown particular interest in projects that develop knowledge about its cultural past.     The project will work closely with the Greenlandic hosts and other international partners to rescue urgently endangered archaeological sites, gather a wide range of paleoecological data, and collaborate with modern communities eager to save their heritage while co-producing knowledge and participating directly in global change science. The project will excavate three Norse cemeteries to recover human remains that now produce dietary evidence (i.e., nitrogen and carbon stable isotopes, dental calculus analysis), evidence of migration from Iceland (e.g., strontium isotopes) and family relationships (via ancient DNA). The project will also excavate animal bones, insects, wood remains, and artifacts from stratified Norse middens at three sites that still retain organic preservation. Expanded site survey using drones and mapping GPS, coring of lake and bog deposits for pollen, insects, and macrofloral remains, professional medial documentation to produce education and outreach products, and an expanded geo-archaeology program to assess Norse field and farm management strategies are all part of the project. A key element will be the engagement of early career students and professionals and the close collaboration with schools and local residents focused upon the early Moravian mission and settlement site of Alluitsoq/Lichtenau, which was a major center for cross-cultural contact and the development of a distinctive Greenlandic culture in the 18th- early 20th centuries.","Social and Human Sciences","2023","","","Kangerlussuaq, Narsarsuaq","","Co-production of scientific knowledge and the building of local archeological capacity in Greenland","Greenland ","2021, 2022, 2023","2019"
"1821884","The Arctic is warming more rapidly than elsewhere on Earth, and the community of Utqiagvik, AK, the home of the Inupiat people, has a unique perspective from which they are observing this profound change. This collaboration between the University of Michigan (U-M) and I?isagvik College, located in Utqiagvik, is supporting the development of a course-based research experience for undergraduates at I?isagvik College and will also support basic research on Arctic snow. The project will yield three main products: 1) a significant advance in understanding how students navigate multiple ways of knowing when engaging in science research activities; 2) a culturally responsive curriculum incorporating course-based undergraduate research investigating Arctic snow processes; and 3) Arctic snow physical and chemical composition data. The students and the local community, including Elders, are involved in the curriculum development, course activities, and data collection related to snow research. The project will yield a greater understanding of how course-based undergraduate research curricula can be best designed to support science learning of diverse students.     I?isagvik College is the only tribal college in the Alaskan Arctic. This project provides a significant opportunity for students to participate in authentic research. The project will support research opportunities for undergraduate students at I?isagvik College, in addition to the participation of undergraduates in the classroom setting. I?isagvik College students will be invited to visit the University of Michigan and also present their research results at the annual Society for Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS) or American Chemical Society (ACS) national meetings. The project also involves two U-M PhD students who are focusing their dissertation on the educational research component of the project. The project will involve the I?isagvik community at every stage and contribute to the incorporation of traditional knowledge in the research. As part of their engagement in the research project, participating students will interview community members and Elders to gain traditional knowledge about snow, including words for various types of snow. Students will sample snow, determine its chemical and physical properties, and correlate these properties to the different types of snow. Students will present their research results to the community and will document feedback to identify future research directions. Snow data will be archived through the NSF Arctic Data Center for future research and educational use by the public and scientific community, including future course offerings at I?isagvik College. Traditional knowledge documented through the project will be reported to the Alaska Native Knowledge Network. This award is supported by the Division of Undergraduate Education and the Office of Polar Programs.","Cryosphere","2023","","","Utqiaġvik","","NNA - EHR-Polar DCL 2017: Collaborative Research: Researching apun: Students Using Local, Traditional, and Science Knowledge Bases to Investigate Arctic Snow Processes","Alaska ","2019, 2022, 2023","2018"
"1821893","The Arctic is warming more rapidly than elsewhere on Earth, and the community of Utqiagvik, AK, the home of the Inupiat people, has a unique perspective from which they are observing this profound change. This collaboration between the University of Michigan (U-M) and I?isagvik College, located in Utqiagvik, is supporting the development of a course-based research experience for undergraduates at I?isagvik College and will also support basic research on Arctic snow. The project will yield three main products: 1) a significant advance in understanding how students navigate multiple ways of knowing when engaging in science research activities; 2) a culturally responsive curriculum incorporating course-based undergraduate research investigating Arctic snow processes; and 3) Arctic snow physical and chemical composition data. The students and the local community, including Elders, are involved in the curriculum development, course activities, and data collection related to snow research. The project will yield a greater understanding of how course-based undergraduate research curricula can be best designed to support science learning of diverse students.     I?isagvik College is the only tribal college in the Alaskan Arctic. This project provides a significant opportunity for students to participate in authentic research. The project will support research opportunities for undergraduate students at I?isagvik College, in addition to the participation of undergraduates in the classroom setting. I?isagvik College students will be invited to visit the University of Michigan and also present their research results at the annual Society for Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS) or American Chemical Society (ACS) national meetings. The project also involves two U-M PhD students who are focusing their dissertation on the educational research component of the project. The project will involve the I?isagvik community at every stage and contribute to the incorporation of traditional knowledge in the research. As part of their engagement in the research project, participating students will interview community members and Elders to gain traditional knowledge about snow, including words for various types of snow. Students will sample snow, determine its chemical and physical properties, and correlate these properties to the different types of snow. Students will present their research results to the community and will document feedback to identify future research directions. Snow data will be archived through the NSF Arctic Data Center for future research and educational use by the public and scientific community, including future course offerings at I?isagvik College. Traditional knowledge documented through the project will be reported to the Alaska Native Knowledge Network. This award is supported by the Division of Undergraduate Education and the Office of Polar Programs.","Cryosphere","2023","","Nicholas-Figueroa, Linda","Utqiaġvik","","NNA - EHR-Polar DCL 2017: Collaborative Research: Researching apun: Students Using Local, Traditional, and Science Knowledge Bases to Investigate Arctic Snow Processes","Alaska ","2019, 2022, 2023","2018"
"1821900","The central Arctic Ocean is changing rapidly as multiyear sea ice gives way to a new seasonal sea ice regime, and these regional shifts have important implications for global climate as well as the entire Arctic system. As part of the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC), the investigators will use a research vessel frozen into polar ice as a sampling platform to focus on the influence of sea ice on the uptake and release of oxygen and methane across a full annual cycle. Combined with other observations made by MOSAiC collaborators, these data will allow the investigators to build a detailed conceptual model of carbon and energy flow across seasons and improve numerical models explaining the behavior of the broader Arctic system. In addition, they will use genomic techniques to gain a new understanding of microbial dynamics and diversity in this understudied region. The broader impacts of this work include support for early-career scientists, significant international collaboration as part of the MOSAiC program, and training for postdoctoral scientists and undergraduate students. Public outreach will include viewings of the Northwest Polar Passage documentary Frozen Obsession in San Diego, CA, and Providence, RI, followed by panel discussions on polar exploration, ecology, and change.    The goal of this project is to identify the biological and physical drivers underlying the production and uptake of oxygen and methane, establishing the metabolic balance of these key gases in the oligotrophic Central Arctic. The investigators will take advantage of the unique opportunity afforded by the international, year-long Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) expedition to determine net community production from year-round measurements of oxygen and argon, as well as methane oxidation and production from methane concentration and isotopic ratios. They will measure bacterial and community respiration, bacterial production, and microbial community structure, and analyze gene expression to identify the genes, organisms, and pathways associated with methane production in the surface ocean. Results will be used to model the oceanic methane cycle using the MITgcm Arctic Regional Model and improve the biogeochemical components of the Regional Arctic System Model (RASM).","Oceanography","2021","","Loose, Brice","MOSAiC Leg 1, MOSAiC Leg 2, MOSAiC Leg 3, MOSAiC Leg 4, MOSAiC Leg 5, MOSAiC Leg 6, Utqiaġvik","","Collaborative Research: Quantifying microbial controls on the annual cycle of methane and oxygen within the ultraoligotrophic Central Arctic during MOSAiC","Arctic Ocean and Seas ","2019, 2020","2018"
"1821911","The central Arctic Ocean is changing rapidly as multiyear sea ice gives way to a new seasonal sea ice regime, and these regional shifts have important implications for global climate as well as the entire Arctic system. As part of the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC), the investigators will use a research vessel frozen into polar ice as a sampling platform to focus on the influence of sea ice on the uptake and release of oxygen and methane across a full annual cycle. Combined with other observations made by MOSAiC collaborators, these data will allow the investigators to build a detailed conceptual model of carbon and energy flow across seasons and improve numerical models explaining the behavior of the broader Arctic system. In addition, they will use genomic techniques to gain a new understanding of microbial dynamics and diversity in this understudied region. The broader impacts of this work include support for early-career scientists, significant international collaboration as part of the MOSAiC program, and training for postdoctoral scientists and undergraduate students. Public outreach will include viewings of the Northwest Polar Passage documentary Frozen Obsession in San Diego, CA, and Providence, RI, followed by panel discussions on polar exploration, ecology, and change.    The goal of this project is to identify the biological and physical drivers underlying the production and uptake of oxygen and methane, establishing the metabolic balance of these key gases in the oligotrophic Central Arctic. The investigators will take advantage of the unique opportunity afforded by the international, year-long Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) expedition to determine net community production from year-round measurements of oxygen and argon, as well as methane oxidation and production from methane concentration and isotopic ratios. They will measure bacterial and community respiration, bacterial production, and microbial community structure, and analyze gene expression to identify the genes, organisms, and pathways associated with methane production in the surface ocean. Results will be used to model the oceanic methane cycle using the MITgcm Arctic Regional Model and improve the biogeochemical components of the Regional Arctic System Model (RASM).","Oceanography","2021","","","MOSAiC Leg 1, MOSAiC Leg 2, MOSAiC Leg 3, MOSAiC Leg 4, MOSAiC Leg 5, MOSAiC Leg 6, Utqiaġvik","","Collaborative Research: Quantifying microbial controls on the annual cycle of methane and oxygen within the ultraoligotrophic Central Arctic during MOSAiC","Arctic Ocean and Seas ","2019, 2020","2018"
"1821968","The investigator will collect vegetation exposed along the margins of receding glaciers on Baffin Island, Canada and use radiocarbon dating to determine when it was frozen as glaciers advanced during the Little Ice Age. Samples from the same sites collected in 2005 suggest that ice may have expanded following volcanic activity. This study will address hypotheses about the rate of cooling by combining the distance of ice retreat since 2005 and difference in age of the mosses. A graduate student will participate in field work and prepare results of radiocarbon dating for publication.    The goal of this project is to examine the rate of onset of persistent Little Ice Age (LIA) cold by dating 50 new samples from current ice margins from ice complexes in Baffin Island, Canada, and comparing them to similar collections from 2005. If LIA ice expansion was abrupt and persistent then dates on the new plants should be about the same age as the 2005 samples, 200 to 500 m distant. Whereas if summers slowly cooled over decades-to-centuries through the late Holocene, then the new dates will be significantly older than their 2005 counterparts. Collectively, these data will provide the most robust testing of an abrupt onset of LIA cold and will be of interest to the sea ice and climate modeling communities.","Meteorology and Climate","2019","","","Pond Inlet","","Testing an abrupt onset of the Little Ice Age","Canada ","2018","2018"
"1822021","The Arctic Ocean is undergoing rapid environmental change, yet potential impacts on its living organisms is poorly known. Sparse observations have suggested that a shift in the composition of Arctic Ocean phytoplankton species may already be occurring. These types of shifts in the planktonic community can echo throughout the Arctic food web, affecting higher-level consumers that serve as important commercial resources or sustenance for northern communities. This research will develop new optically-based tools to be used in situ and through remote sensing to understand patterns in planktonic community composition now and in the future. Graduate and undergraduate student researchers supported by this project will receive practical training in environmental science through participation in laboratory and field research, data analysis and interpretation, and numerical analyses. The investigators will conduct public outreach in collaboration with educational venues such as the Birch Aquarium at Scripps.    The investigators will establish and analyze a multi-decadal baseline of observations that describes the spatial distributions of planktonic communities in the western Arctic Ocean with the goal of developing optical tools and approaches that can be broadly applied to understand future environmental change in the region. Activities include a combination of (i) field work in the Chukchi and Beaufort Seas through collaboration with a Japanese research program, (ii) the development of optically-based algorithms for discerning planktonic community assemblages, and (iii) application of these algorithms to satellite remote-sensing data. The field work will include observations of planktonic community structure and connect these to seawater optical properties in the study area at different seasonal time periods. In addition, the investigators will use phytoplankton pigment measurements to infer spatial patterns of planktonic community composition and address the hypothesis that optical measurements can identify distinct planktonic assemblages. Finally, the project will develop and validate algorithms relating seawater optical properties to planktonic community structure and apply these to a time series of ocean color imagery to generate spatial maps of plankton community composition within the surface ocean.","Oceanography","2021","","","Beaufort Sea, Chukchi Sea, Dutch Harbor","","Assessing Alterations to Planktonic Community Composition in a Changing Arctic Ocean","Arctic Ocean and Seas ","2020","2018"
